Id,awards_won,first_award,,
4787,6,National Award,,
4788,1,Grammy,,
4789,0,IITA,,
4790,1,National Award,,
4791,4,TVStars,,
4792,6,Emmy,,
4793,2,TVStars,,
4794,3,IIFA,,
4795,1,Emmy,,
4796,2,Emmy,,
4797,0,Grammy,,
4798,4,IIFA,,
4799,1,FilmFare,,
4800,2,Oscar,,
4801,7,IIFA,,
4802,6,Grammy,,
4803,5,IIFA,,
4804,5,CANNES,,
4805,0,National Award,,
4806,1,CANNES,,
4807,5,CANNES,,
4808,6,TVStars,,
4809,1,National Award,,
4810,4,Emmy,,
4811,1,Oscar,,
4812,4,TVStars,,
4813,4,Grammy,,
4814,7,Emmy,,
4815,7,TVStars,,
4816,7,IIFA,,
4817,7,Oscar,,
4818,0,TVStars,,
4819,2,IITA,,
4820,4,IIFA,,
4821,0,TVStars,,
4822,2,Emmy,,
4823,8,FilmFare,,
4824,1,Grammy,,
4825,0,FilmFare,,
4826,4,Grammy,,
4827,4,IITA,,
4828,2,IITA,,
4829,6,Grammy,,
4830,1,TVStars,,
4831,5,IITA,,
4832,5,FilmFare,,
4833,6,Emmy,,
4834,3,Grammy,,
4835,4,TVStars,,
4836,0,TVStars,,
4837,8,IIFA,,
4838,2,Emmy,,
4839,2,TVStars,,
4840,3,Grammy,,
4841,6,National Award,,
4842,5,Oscar,,
4843,8,IIFA,,
4844,3,IIFA,,
4845,3,Emmy,,
4846,7,TVStars,,
4847,8,Grammy,,
4848,3,CANNES,,
4849,5,TVStars,,
4850,5,Oscar,,
4851,6,IITA,,
4852,2,Grammy,,
4853,4,FilmFare,,
4854,5,Oscar,,
4855,1,TVStars,,
4856,8,IIFA,,
4857,0,TVStars,,
4858,0,Grammy,,
4859,5,IITA,,
4860,4,National Award,,
4861,5,CANNES,,
4862,3,IITA,,
4863,7,Oscar,,
4864,2,Grammy,,
4865,4,Oscar,,
4866,2,Oscar,,
4867,0,FilmFare,,
4868,6,TVStars,,
4869,7,TVStars,,
4870,7,TVStars,,
4871,1,IIFA,,
4872,8,Emmy,,
4873,4,IITA,,
4874,8,Oscar,,
4875,1,CANNES,,
4876,5,TVStars,,
4877,3,IITA,,
4878,2,Oscar,,
4879,7,CANNES,,
4880,1,TVStars,,
4881,4,Oscar,,
4882,8,IITA,,
4883,7,Grammy,,
4884,2,Oscar,,
4885,1,IIFA,,
4886,6,IIFA,,
4887,0,Emmy,,
4888,2,IITA,,
4889,7,IIFA,,
4890,2,Emmy,,
4891,3,IITA,,
4892,3,Emmy,,
4893,4,Grammy,,
4894,2,FilmFare,,
4895,5,IITA,,
4896,6,Grammy,,
4897,3,IITA,,
4898,5,IITA,,
4899,0,IIFA,,
4900,8,IITA,,
4901,3,IIFA,,
4902,3,CANNES,,
4903,5,Oscar,,
4904,3,Oscar,,
4905,1,National Award,,
4906,1,TVStars,,
4907,1,CANNES,,
4908,7,IIFA,,
4909,4,Oscar,,
4910,2,FilmFare,,
4911,7,IIFA,,
4912,2,FilmFare,,
4913,0,Grammy,,
4914,2,CANNES,,
4915,8,Oscar,,
4916,3,Grammy,,
4917,2,Oscar,,
4918,2,IIFA,,
4919,7,Grammy,,
4920,2,Grammy,,
4921,2,National Award,,
4922,4,FilmFare,,
4923,5,Grammy,,
4924,2,FilmFare,,
4925,5,IITA,,
4926,4,FilmFare,,
4927,1,National Award,,
4928,4,Emmy,,
4929,2,Grammy,,
4930,0,Oscar,,
4931,3,TVStars,,
4932,2,IIFA,,
4933,8,TVStars,,
4934,0,TVStars,,
4935,0,CANNES,,
4936,4,FilmFare,,
4937,8,FilmFare,,
4938,8,Grammy,,
4939,1,IIFA,,
4940,6,Oscar,,
4941,0,CANNES,,
4942,4,Emmy,,
4943,8,FilmFare,,
4944,3,CANNES,,
4945,0,IITA,,
4946,1,FilmFare,,
4947,0,National Award,,
4948,8,CANNES,,
4949,3,National Award,,
4950,2,Grammy,,
4951,7,Grammy,,
4952,5,Oscar,,
4953,7,Grammy,,
4954,1,FilmFare,,
4955,2,TVStars,,
4956,0,IITA,,
4957,7,Oscar,,
4958,5,TVStars,,
4959,5,TVStars,,
4960,6,National Award,,
4961,0,TVStars,,
4962,6,IIFA,,
4963,8,IITA,,
4964,7,National Award,,
4965,0,FilmFare,,
4966,3,TVStars,,
4967,6,Emmy,,
4968,6,Grammy,,
4969,8,IIFA,,
4970,0,CANNES,,
4971,6,CANNES,,
4972,1,IITA,,
4973,6,National Award,,
4974,3,CANNES,,
4975,1,CANNES,,
4976,5,IITA,,
4977,0,National Award,,
4978,1,FilmFare,,
4979,8,National Award,,
4980,5,CANNES,,
4981,1,FilmFare,,
4982,8,FilmFare,,
4983,0,CANNES,,
4984,0,Grammy,,
4985,8,IIFA,,
4986,7,Emmy,,
4987,8,CANNES,,
4988,1,National Award,,
4989,7,Emmy,,
4990,0,CANNES,,
4991,8,IITA,,
4992,5,Grammy,,
4993,4,IIFA,,
4994,3,Grammy,,
4995,4,CANNES,,
4996,4,FilmFare,,
4997,2,Emmy,,
4998,3,Grammy,,
4999,8,CANNES,,
5000,1,CANNES,,
5001,1,Emmy,,
5002,1,FilmFare,,
5003,0,National Award,,
5004,4,Oscar,,
5005,6,National Award,,
5006,5,Oscar,,
5007,7,CANNES,,
5008,3,CANNES,,
5009,7,IIFA,,
5010,5,IITA,,
5011,7,TVStars,,
5012,2,IIFA,,
5013,7,Grammy,,
5014,2,Grammy,,
5015,1,IITA,,
5016,7,TVStars,,
5017,4,IIFA,,
5018,4,IITA,,
5019,0,CANNES,,
5020,1,Emmy,,
5021,5,TVStars,,
5022,2,IITA,,
5023,8,National Award,,
5024,7,TVStars,,
5025,3,TVStars,,
5026,1,FilmFare,,
5027,5,Grammy,,
5028,3,FilmFare,,
5029,2,Emmy,,
5030,6,FilmFare,,
5031,0,CANNES,,
5032,1,TVStars,,
5033,2,National Award,,
5034,7,CANNES,,
5035,2,IITA,,
5036,3,CANNES,,
5037,4,TVStars,,
5038,4,FilmFare,,
5039,5,IITA,,
5040,3,FilmFare,,
5041,8,TVStars,,
5042,3,Grammy,,
5043,7,Oscar,,
5044,7,Emmy,,
5045,6,Grammy,,
5046,7,CANNES,,
5047,0,IITA,,
5048,4,National Award,,
5049,6,National Award,,
5050,2,IITA,,
5051,8,FilmFare,,
5052,3,IIFA,,
5053,8,Emmy,,
5054,6,FilmFare,,
5055,3,Emmy,,
5056,0,CANNES,,
5057,6,Oscar,,
5058,0,Emmy,,
5059,2,CANNES,,
5060,8,IIFA,,
5061,2,IITA,,
5062,8,Emmy,,
5063,8,National Award,,
5064,4,IIFA,,
5065,8,IITA,,
5066,3,CANNES,,
5067,6,IITA,,
5068,0,Grammy,,
5069,7,Oscar,,
5070,6,Grammy,,
5071,3,National Award,,
5072,5,Oscar,,
5073,3,Oscar,,
5074,1,FilmFare,,
5075,4,Oscar,,
5076,5,Oscar,,
5077,0,IITA,,
5078,1,National Award,,
5079,6,IIFA,,
5080,4,Grammy,,
5081,2,TVStars,,
5082,0,Emmy,,
5083,6,Emmy,,
5084,1,Emmy,,
5085,3,Grammy,,
5086,7,TVStars,,
5087,2,TVStars,,
5088,6,Oscar,,
5089,0,National Award,,
5090,3,FilmFare,,
5091,8,IITA,,
5092,5,TVStars,,
5093,5,Grammy,,
5094,8,Oscar,,
5095,5,Grammy,,
5096,6,TVStars,,
5097,7,National Award,,
5098,1,CANNES,,
5099,7,Grammy,,
5100,8,Oscar,,
5101,7,Oscar,,
5102,3,FilmFare,,
5103,5,Emmy,,
5104,0,Emmy,,
5105,2,Oscar,,
5106,0,IITA,,
5107,8,FilmFare,,
5108,0,TVStars,,
5109,2,IIFA,,
5110,1,Grammy,,
5111,2,CANNES,,
5112,1,IIFA,,
5113,2,IITA,,
5114,2,National Award,,
5115,2,IITA,,
5116,1,Grammy,,
5117,6,Oscar,,
5118,4,FilmFare,,
5119,3,TVStars,,
5120,8,Grammy,,
5121,4,CANNES,,
5122,1,IIFA,,
5123,6,Emmy,,
5124,7,Emmy,,
5125,5,IITA,,
5126,5,Emmy,,
5127,2,Grammy,,
5128,0,FilmFare,,
5129,4,IIFA,,
5130,6,Grammy,,
5131,4,Oscar,,
5132,2,IIFA,,
5133,2,FilmFare,,
5134,6,Emmy,,
5135,7,CANNES,,
5136,0,IIFA,,
5137,4,Emmy,,
5138,2,TVStars,,
5139,7,Emmy,,
5140,4,National Award,,
5141,4,CANNES,,
5142,7,IITA,,
5143,2,IITA,,
5144,5,IIFA,,
5145,0,Emmy,,
5146,0,TVStars,,
5147,7,IIFA,,
5148,5,Emmy,,
5149,8,FilmFare,,
5150,6,IIFA,,
5151,7,FilmFare,,
5152,7,IITA,,
5153,6,National Award,,
5154,1,TVStars,,
5155,2,FilmFare,,
5156,6,National Award,,
5157,6,Oscar,,
5158,0,FilmFare,,
5159,0,Oscar,,
5160,1,FilmFare,,
5161,1,National Award,,
5162,4,IIFA,,
5163,2,Oscar,,
5164,3,Oscar,,
5165,3,Emmy,,
5166,7,National Award,,
5167,0,CANNES,,
5168,8,CANNES,,
5169,5,IITA,,
5170,5,CANNES,,
5171,0,IITA,,
5172,7,TVStars,,
5173,6,FilmFare,,
5174,8,FilmFare,,
5175,8,IIFA,,
5176,0,Emmy,,
5177,4,National Award,,
5178,8,IIFA,,
5179,5,IITA,,
5180,6,IITA,,
5181,3,Emmy,,
5182,6,Oscar,,
5183,8,FilmFare,,
5184,8,Emmy,,
5185,8,CANNES,,
5186,2,Emmy,,
5187,4,CANNES,,
5188,0,Emmy,,
5189,3,Emmy,,
5190,1,Emmy,,
5191,5,TVStars,,
5192,5,Oscar,,
5193,8,Oscar,,
5194,5,Grammy,,
5195,8,FilmFare,,
5196,6,Oscar,,
5197,4,National Award,,
5198,4,Emmy,,
5199,2,Oscar,,
5200,7,Emmy,,
5201,7,CANNES,,
5202,1,IITA,,
5203,6,IITA,,
5204,3,FilmFare,,
5205,6,Oscar,,
5206,6,Oscar,,
5207,6,Oscar,,
5208,7,Oscar,,
5209,1,TVStars,,
5210,4,FilmFare,,
5211,8,TVStars,,
5212,1,TVStars,,
5213,6,TVStars,,
5214,6,IITA,,
5215,4,CANNES,,
5216,2,TVStars,,
5217,0,IITA,,
5218,2,FilmFare,,
5219,5,National Award,,
5220,4,Oscar,,
5221,4,Emmy,,
5222,2,IIFA,,
5223,1,Grammy,,
5224,6,IITA,,
5225,0,IIFA,,
5226,1,Oscar,,
5227,0,IIFA,,
5228,2,IIFA,,
5229,0,CANNES,,
5230,3,TVStars,,
5231,7,IIFA,,
5232,1,Emmy,,
5233,1,Grammy,,
5234,1,TVStars,,
5235,3,Grammy,,
5236,0,FilmFare,,
5237,4,Oscar,,
5238,6,National Award,,
5239,8,IIFA,,
5240,4,National Award,,
5241,1,CANNES,,
5242,3,TVStars,,
5243,2,TVStars,,
5244,7,IITA,,
5245,0,IIFA,,
5246,0,Oscar,,
5247,4,FilmFare,,
5248,4,IITA,,
5249,3,Emmy,,
5250,2,Grammy,,
5251,4,IITA,,
5252,8,IIFA,,
5253,7,IIFA,,
5254,4,IITA,,
5255,7,Grammy,,
5256,7,National Award,,
5257,1,Oscar,,
5258,0,Oscar,,
5259,5,Grammy,,
5260,7,Emmy,,
5261,6,IITA,,
5262,5,Emmy,,
5263,1,Grammy,,
5264,2,IITA,,
5265,3,TVStars,,
5266,0,IIFA,,
5267,1,Emmy,,
5268,1,Oscar,,
5269,4,CANNES,,
5270,1,IIFA,,
5271,8,Oscar,,
5272,0,Emmy,,
5273,6,National Award,,
5274,6,Oscar,,
5275,3,Emmy,,
5276,5,National Award,,
5277,1,Oscar,,
5278,5,National Award,,
5279,1,IIFA,,
5280,8,Oscar,,
5281,6,Emmy,,
5282,1,Oscar,,
5283,0,IITA,,
5284,3,National Award,,
5285,0,National Award,,
5286,1,CANNES,,
5287,4,IITA,,
5288,8,Emmy,,
5289,0,National Award,,
5290,4,IITA,,
5291,6,IIFA,,
5292,8,Emmy,,
5293,7,TVStars,,
5294,4,FilmFare,,
5295,0,National Award,,
5296,6,Emmy,,
5297,1,National Award,,
5298,1,TVStars,,
5299,5,Emmy,,
5300,7,IIFA,,
5301,4,Grammy,,
5302,3,IITA,,
5303,4,IIFA,,
5304,3,Grammy,,
5305,7,FilmFare,,
5306,0,FilmFare,,
5307,4,TVStars,,
5308,4,IITA,,
5309,7,TVStars,,
5310,0,TVStars,,
5311,2,Oscar,,
5312,6,Emmy,,
5313,5,Oscar,,
5314,2,IITA,,
5315,6,FilmFare,,
5316,0,IITA,,
5317,6,IITA,,
5318,8,Emmy,,
5319,0,National Award,,
5320,7,CANNES,,
5321,6,IIFA,,
5322,5,IITA,,
5323,7,Grammy,,
5324,5,CANNES,,
5325,7,Emmy,,
5326,5,FilmFare,,
5327,1,IITA,,
5328,1,IITA,,
5329,6,FilmFare,,
5330,3,TVStars,,
5331,6,CANNES,,
5332,2,National Award,,
5333,6,Oscar,,
5334,7,IIFA,,
5335,2,IITA,,
5336,2,IIFA,,
5337,7,CANNES,,
5338,2,Grammy,,
5339,0,Grammy,,
5340,2,CANNES,,
5341,2,Emmy,,
5342,2,IITA,,
5343,1,CANNES,,
5344,7,FilmFare,,
5345,6,Grammy,,
5346,0,FilmFare,,
5347,2,National Award,,
5348,7,Grammy,,
5349,3,Grammy,,
5350,0,National Award,,
5351,7,Grammy,,
5352,1,Emmy,,
5353,2,FilmFare,,
5354,5,TVStars,,
5355,3,Oscar,,
5356,0,IIFA,,
5357,5,Oscar,,
5358,7,Grammy,,
5359,7,Grammy,,
5360,7,Oscar,,
5361,7,Emmy,,
5362,2,National Award,,
5363,6,TVStars,,
5364,5,TVStars,,
5365,4,Grammy,,
5366,4,CANNES,,
5367,3,IIFA,,
5368,6,National Award,,
5369,1,Emmy,,
5370,2,TVStars,,
5371,3,IITA,,
5372,0,FilmFare,,
5373,0,National Award,,
5374,1,FilmFare,,
5375,1,Oscar,,
5376,4,IIFA,,
5377,1,Oscar,,
5378,4,CANNES,,
5379,2,TVStars,,
5380,3,Oscar,,
5381,4,Oscar,,
5382,5,National Award,,
5383,6,National Award,,
5384,2,FilmFare,,
5385,1,IITA,,
5386,7,IIFA,,
5387,6,IIFA,,
5388,4,Grammy,,
5389,5,IITA,,
5390,5,Emmy,,
5391,3,IIFA,,
5392,2,TVStars,,
5393,3,CANNES,,
5394,0,FilmFare,,
5395,0,Grammy,,
5396,3,IITA,,
5397,7,IIFA,,
5398,2,TVStars,,
5399,6,Grammy,,
5400,3,Oscar,,
5401,4,Grammy,,
5402,0,Emmy,,
5403,7,IIFA,,
5404,8,CANNES,,
5405,5,FilmFare,,
5406,4,IITA,,
5407,3,Oscar,,
5408,6,Oscar,,
5409,0,IITA,,
5410,6,IITA,,
5411,5,Grammy,,
5412,6,FilmFare,,
5413,0,CANNES,,
5414,2,TVStars,,
5415,4,Emmy,,
5416,7,FilmFare,,
5417,6,Grammy,,
5418,1,Emmy,,
5419,4,Emmy,,
5420,1,IIFA,,
5421,5,IITA,,
5422,3,TVStars,,
5423,8,CANNES,,
5424,8,Emmy,,
5425,1,IIFA,,
5426,2,Oscar,,
5427,7,Emmy,,
5428,4,CANNES,,
5429,5,Emmy,,
5430,3,TVStars,,
5431,2,National Award,,
5432,4,CANNES,,
5433,8,TVStars,,
5434,7,National Award,,
5435,2,CANNES,,
5436,4,FilmFare,,
5437,3,Oscar,,
5438,0,Oscar,,
5439,5,IITA,,
5440,2,CANNES,,
5441,2,CANNES,,
5442,1,Emmy,,
5443,4,IIFA,,
5444,2,IIFA,,
5445,1,National Award,,
5446,5,Grammy,,
5447,3,Grammy,,
5448,4,National Award,,
5449,5,IITA,,
5450,6,TVStars,,
5451,8,National Award,,
5452,2,FilmFare,,
5453,7,IITA,,
5454,3,FilmFare,,
5455,0,Emmy,,
5456,3,National Award,,
5457,6,FilmFare,,
5458,1,Grammy,,
5459,2,CANNES,,
5460,3,National Award,,
5461,6,Oscar,,
5462,7,TVStars,,
5463,8,National Award,,
5464,3,CANNES,,
5465,2,Grammy,,
5466,1,IITA,,
5467,4,National Award,,
5468,2,Grammy,,
5469,0,Grammy,,
5470,0,FilmFare,,
5471,5,Emmy,,
5472,6,Oscar,,
5473,6,IIFA,,
5474,0,National Award,,
5475,4,National Award,,
5476,4,CANNES,,
5477,2,IIFA,,
5478,3,IITA,,
5479,1,Emmy,,
5480,6,National Award,,
5481,4,IIFA,,
5482,8,IITA,,
5483,8,National Award,,
5484,5,IITA,,
5485,6,IITA,,
5486,3,Oscar,,
5487,4,Oscar,,
5488,2,CANNES,,
5489,8,Emmy,,
5490,4,National Award,,
5491,3,Grammy,,
5492,2,IITA,,
5493,4,TVStars,,
5494,0,IIFA,,
5495,5,TVStars,,
5496,1,Oscar,,
5497,4,TVStars,,
5498,0,TVStars,,
5499,3,National Award,,
5500,4,CANNES,,
5501,5,Emmy,,
5502,4,CANNES,,
5503,0,IIFA,,
5504,6,FilmFare,,
5505,8,IIFA,,
5506,3,TVStars,,
5507,8,CANNES,,
5508,7,National Award,,
5509,6,Emmy,,
5510,2,National Award,,
5511,1,FilmFare,,
5512,0,Emmy,,
5513,0,IIFA,,
5514,1,Emmy,,
5515,7,TVStars,,
5516,8,National Award,,
5517,4,National Award,,
5518,8,CANNES,,
5519,0,FilmFare,,
5520,6,CANNES,,
5521,2,Grammy,,
5522,2,IIFA,,
5523,0,Oscar,,
5524,5,TVStars,,
5525,0,Emmy,,
5526,8,IITA,,
5527,8,Oscar,,
5528,4,Grammy,,
5529,8,TVStars,,
5530,4,IITA,,
5531,7,Oscar,,
5532,7,Grammy,,
5533,2,National Award,,
5534,1,IIFA,,
5535,0,Grammy,,
5536,8,Emmy,,
5537,1,IIFA,,
5538,0,CANNES,,
5539,3,Grammy,,
5540,8,FilmFare,,
5541,8,Grammy,,
5542,6,Emmy,,
5543,8,Emmy,,
5544,4,National Award,,
5545,7,Emmy,,
5546,8,Emmy,,
5547,3,National Award,,
5548,0,FilmFare,,
5549,8,Grammy,,
5550,8,FilmFare,,
5551,8,TVStars,,
5552,2,TVStars,,
5553,3,FilmFare,,
5554,0,CANNES,,
5555,2,Emmy,,
5556,5,TVStars,,
5557,1,Oscar,,
5558,4,CANNES,,
5559,7,National Award,,
5560,2,Emmy,,
5561,7,Oscar,,
5562,3,Oscar,,
5563,1,IITA,,
5564,3,National Award,,
5565,4,Oscar,,
5566,0,National Award,,
5567,0,National Award,,
5568,6,TVStars,,
5569,1,National Award,,
5570,0,Grammy,,
5571,8,IITA,,
5572,6,FilmFare,,
5573,1,National Award,,
5574,3,IIFA,,
5575,7,IITA,,
5576,4,TVStars,,
5577,1,IITA,,
5578,0,TVStars,,
5579,0,National Award,,
5580,8,CANNES,,
5581,1,FilmFare,,
5582,5,FilmFare,,
5583,2,Emmy,,
5584,6,IIFA,,
5585,1,IIFA,,
5586,8,Emmy,,
5587,0,IITA,,
5588,5,CANNES,,
5589,3,Emmy,,
5590,3,Oscar,,
5591,0,FilmFare,,
5592,4,Oscar,,
5593,3,IIFA,,
5594,7,IITA,,
5595,5,IIFA,,
5596,0,National Award,,
5597,8,FilmFare,,
5598,7,Emmy,,
5599,5,IITA,,
5600,6,Grammy,,
5601,6,Oscar,,
5602,8,IITA,,
5603,1,Emmy,,
5604,4,CANNES,,
5605,5,IITA,,
5606,7,CANNES,,
5607,4,IITA,,
5608,0,Grammy,,
5609,2,FilmFare,,
5610,4,TVStars,,
5611,2,Emmy,,
5612,3,IITA,,
5613,3,IITA,,
5614,3,Grammy,,
5615,1,Emmy,,
5616,0,CANNES,,
5617,6,Oscar,,
5618,2,FilmFare,,
5619,1,Oscar,,
5620,3,IIFA,,
5621,3,CANNES,,
5622,6,IITA,,
5623,2,Grammy,,
5624,8,TVStars,,
5625,0,FilmFare,,
5626,1,IIFA,,
5627,4,Grammy,,
5628,7,CANNES,,
5629,5,FilmFare,,
5630,1,CANNES,,
5631,0,IITA,,
5632,7,Emmy,,
5633,3,FilmFare,,
5634,8,IIFA,,
5635,0,FilmFare,,
5636,3,FilmFare,,
5637,5,FilmFare,,
5638,0,IITA,,
5639,1,FilmFare,,
5640,0,TVStars,,
5641,6,National Award,,
5642,6,Oscar,,
5643,4,FilmFare,,
5644,1,CANNES,,
5645,3,National Award,,
5646,5,Grammy,,
5647,5,IITA,,
5648,5,IIFA,,
5649,7,IIFA,,
5650,3,National Award,,
5651,1,Emmy,,
5652,2,National Award,,
5653,8,FilmFare,,
5654,4,Grammy,,
5655,3,National Award,,
5656,3,Emmy,,
5657,7,CANNES,,
5658,8,CANNES,,
5659,8,Oscar,,
5660,0,Emmy,,
5661,1,Emmy,,
5662,6,TVStars,,
5663,4,FilmFare,,
5664,2,Oscar,,
5665,5,FilmFare,,
5666,5,Emmy,,
5667,4,Oscar,,
5668,0,CANNES,,
5669,0,Emmy,,
5670,6,IITA,,
5671,7,CANNES,,
5672,5,Oscar,,
5673,8,FilmFare,,
5674,8,National Award,,
5675,5,IITA,,
5676,4,FilmFare,,
5677,0,IIFA,,
5678,7,National Award,,
5679,7,National Award,,
5680,2,IITA,,
5681,8,CANNES,,
5682,3,Oscar,,
5683,6,IITA,,
5684,0,CANNES,,
5685,7,Emmy,,
5686,7,Grammy,,
5687,4,National Award,,
5688,2,IITA,,
5689,8,National Award,,
5690,3,National Award,,
5691,3,CANNES,,
5692,6,IIFA,,
5693,0,Grammy,,
5694,0,IIFA,,
5695,7,Oscar,,
5696,8,Oscar,,
5697,4,CANNES,,
5698,4,IIFA,,
5699,7,IIFA,,
5700,3,National Award,,
5701,8,IIFA,,
5702,5,IITA,,
5703,4,IITA,,
5704,4,National Award,,
5705,2,National Award,,
5706,4,IITA,,
5707,7,IITA,,
5708,2,Grammy,,
5709,8,FilmFare,,
5710,6,National Award,,
5711,7,IITA,,
5712,8,Oscar,,
5713,2,FilmFare,,
5714,5,IITA,,
5715,8,IIFA,,
5716,7,Grammy,,
5717,6,IIFA,,
5718,4,IITA,,
5719,4,CANNES,,
5720,5,CANNES,,
5721,7,IITA,,
5722,4,IIFA,,
5723,3,IITA,,
5724,6,Emmy,,
5725,2,Oscar,,
5726,7,IITA,,
5727,0,IIFA,,
5728,4,FilmFare,,
5729,3,FilmFare,,
5730,7,National Award,,
5731,1,IIFA,,
5732,1,Grammy,,
5733,2,CANNES,,
5734,8,IIFA,,
5735,4,Grammy,,
5736,7,IIFA,,
5737,0,Oscar,,
5738,0,National Award,,
5739,2,Oscar,,
5740,6,FilmFare,,
5741,5,CANNES,,
5742,8,National Award,,
5743,8,Oscar,,
5744,8,TVStars,,
5745,7,IITA,,
5746,8,Grammy,,
5747,2,TVStars,,
5748,7,CANNES,,
5749,0,CANNES,,
5750,6,TVStars,,
5751,5,CANNES,,
5752,0,IITA,,
5753,8,IITA,,
5754,8,TVStars,,
5755,8,Oscar,,
5756,5,IITA,,
5757,2,FilmFare,,
5758,4,IITA,,
5759,7,Emmy,,
5760,2,Grammy,,
5761,5,Emmy,,
5762,8,TVStars,,
5763,8,IITA,,
5764,2,FilmFare,,
5765,5,National Award,,
5766,0,Oscar,,
5767,0,IIFA,,
5768,5,National Award,,
5769,7,TVStars,,
5770,0,CANNES,,
5771,8,Oscar,,
5772,3,CANNES,,
5773,4,National Award,,
5774,1,FilmFare,,
5775,6,Grammy,,
5776,2,Emmy,,
5777,7,FilmFare,,
5778,2,TVStars,,
5779,2,Grammy,,
5780,5,Emmy,,
5781,7,Grammy,,
5782,6,Emmy,,
5783,2,National Award,,
5784,1,CANNES,,
5785,7,TVStars,,
5786,8,Emmy,,
5787,1,Emmy,,
5788,3,Oscar,,
5789,1,National Award,,
5790,5,IITA,,
5791,2,National Award,,
5792,8,IIFA,,
5793,0,CANNES,,
5794,6,IITA,,
5795,0,IIFA,,
5796,7,Grammy,,
5797,0,FilmFare,,
5798,3,National Award,,
5799,5,Emmy,,
5800,0,IIFA,,
5801,0,IIFA,,
5802,0,National Award,,
5803,4,TVStars,,
5804,7,Emmy,,
5805,8,CANNES,,
5806,8,IIFA,,
5807,1,IITA,,
5808,2,Grammy,,
5809,3,FilmFare,,
5810,7,Oscar,,
5811,4,Oscar,,
5812,4,TVStars,,
5813,6,IIFA,,
5814,6,TVStars,,
5815,7,TVStars,,
5816,8,IIFA,,
5817,8,CANNES,,
5818,4,Oscar,,
5819,2,IIFA,,
5820,4,Grammy,,
5821,3,IIFA,,
5822,4,National Award,,
5823,4,Emmy,,
5824,0,National Award,,
5825,7,Grammy,,
5826,7,IITA,,
5827,2,TVStars,,
5828,0,Grammy,,
5829,3,Emmy,,
5830,2,IITA,,
5831,3,FilmFare,,
5832,5,TVStars,,
5833,2,IIFA,,
5834,6,FilmFare,,
5835,7,FilmFare,,
5836,5,National Award,,
5837,0,Emmy,,
5838,5,FilmFare,,
5839,7,Oscar,,
5840,5,Oscar,,
5841,8,IITA,,
5842,4,IIFA,,
5843,0,FilmFare,,
5844,2,Emmy,,
5845,8,National Award,,
5846,6,FilmFare,,
5847,0,Emmy,,
5848,4,CANNES,,
5849,4,National Award,,
5850,0,Emmy,,
5851,2,Grammy,,
5852,3,National Award,,
5853,3,CANNES,,
5854,3,Emmy,,
5855,7,IITA,,
5856,0,IIFA,,
5857,4,FilmFare,,
5858,1,Oscar,,
5859,3,Emmy,,
5860,3,IITA,,
5861,7,Oscar,,
5862,2,National Award,,
5863,7,Emmy,,
5864,8,IITA,,
5865,2,IIFA,,
5866,3,Emmy,,
5867,7,IIFA,,
5868,4,National Award,,
5869,0,IITA,,
5870,7,National Award,,
5871,6,CANNES,,
5872,3,Emmy,,
5873,1,FilmFare,,
5874,3,IITA,,
5875,7,IIFA,,
5876,0,Grammy,,
5877,5,IIFA,,
5878,0,TVStars,,
5879,8,CANNES,,
5880,4,IITA,,
5881,5,National Award,,
5882,8,TVStars,,
5883,0,FilmFare,,
5884,8,Emmy,,
5885,1,FilmFare,,
5886,7,CANNES,,
5887,7,IIFA,,
5888,7,National Award,,
5889,8,National Award,,
5890,6,Emmy,,
5891,7,Oscar,,
5892,3,IITA,,
5893,3,Grammy,,
5894,7,Emmy,,
5895,2,Oscar,,
5896,8,IITA,,
5897,6,Emmy,,
5898,7,Emmy,,
5899,2,IITA,,
5900,7,IITA,,
5901,0,Oscar,,
5902,5,TVStars,,
5903,0,Emmy,,
5904,1,FilmFare,,
5905,5,Emmy,,
5906,7,IIFA,,
5907,2,FilmFare,,
5908,6,National Award,,
5909,8,IIFA,,
5910,7,Grammy,,
5911,8,National Award,,
5912,2,National Award,,
5913,3,Grammy,,
5914,2,Oscar,,
5915,0,IIFA,,
5916,3,IITA,,
5917,6,National Award,,
5918,8,CANNES,,
5919,8,Oscar,,
5920,4,FilmFare,,
5921,7,National Award,,
5922,6,Grammy,,
5923,2,IIFA,,
5924,4,FilmFare,,
5925,7,Grammy,,
5926,5,Grammy,,
5927,8,Grammy,,
5928,0,Grammy,,
5929,6,Emmy,,
5930,0,FilmFare,,
5931,1,FilmFare,,
5932,2,Grammy,,
5933,5,Emmy,,
5934,1,IIFA,,
5935,3,National Award,,
5936,2,Grammy,,
5937,2,Oscar,,
5938,1,National Award,,
5939,5,CANNES,,
5940,4,FilmFare,,
5941,1,Emmy,,
5942,0,Emmy,,
5943,8,CANNES,,
5944,3,TVStars,,
5945,7,CANNES,,
5946,4,Oscar,,
5947,8,Grammy,,
5948,1,Emmy,,
5949,4,TVStars,,
5950,8,National Award,,
5951,3,TVStars,,
5952,4,TVStars,,
5953,3,IIFA,,
5954,7,CANNES,,
5955,1,National Award,,
5956,4,FilmFare,,
5957,4,Emmy,,
5958,2,CANNES,,
5959,4,Oscar,,
5960,7,FilmFare,,
5961,5,National Award,,
5962,4,CANNES,,
5963,0,FilmFare,,
5964,1,National Award,,
